second;src;dst;packetcount;src_ratio;dst_ratio;src_duration_ratio;dst_duration_ratio;TotalPacketDuration;TotalPacketLenght;src_packet_ratio;dst_packet_ratio;DioCount;DisCount;DaoCount;OtherMsg;label
60.0;24;13;5;0.4576271176338196;0.08474576473236084;0.3491290211677551;0.03192400559782982;0.03099822998046875;390;0.4355495274066925;0.06614653766155243;0;0;0;5;0
60.0;10;25;32;0.5423728823661804;0.5423728823661804;0.6508709788322449;0.6508709788322449;0.6319961547851562;3328;0.5644505023956299;0.5644505023956299;0;0;0;32;0
60.0;24;26;22;0.4576271176338196;0.37288135290145874;0.3491290211677551;0.317205011844635;0.30800628662109375;2178;0.4355495274066925;0.3694029748439789;0;0;0;22;0
61.0;10;25;28;0.4444444477558136;0.4444444477558136;0.4586201608181;0.4586201608181;0.4599952697753906;2912;0.4611973464488983;0.4611973464488983;0;0;0;60;0
61.0;24;26;29;0.460317462682724;0.5079365372657776;0.5224356055259705;0.5413798093795776;0.5240020751953125;2871;0.45470383763313293;0.5017421841621399;0;0;0;51;0
61.0;22;26;3;0.0476190485060215;0.5079365372657776;0.018944205716252327;0.5413798093795776;0.019001007080078125;297;0.047038327902555466;0.5017421841621399;0;0;0;3;0
61.0;13;19;3;0.0476190485060215;0.0476190485060215;0.0;0.0;0.0;234;0.03706049919128418;0.03706049919128418;0;0;0;3;0
62.0;10;25;6;0.08955223858356476;0.08955223858356476;0.11216141283512115;0.11216141283512115;0.10700225830078125;624;0.10563737899065018;0.10563737899065018;0;0;0;66;0
62.0;13;19;36;0.5373134613037109;0.5373134613037109;0.4591100513935089;0.4591100513935089;0.4379920959472656;2808;0.4753682017326355;0.4753682017326355;0;0;0;39;0
62.0;22;26;25;0.3731343150138855;0.3731343150138855;0.42872852087020874;0.42872852087020874;0.4090080261230469;2475;0.4189944267272949;0.4189944267272949;0;0;0;28;0
63.0;13;19;33;0.568965494632721;0.568965494632721;0.7582808136940002;0.7582808136940002;0.7560043334960938;2574;0.5098039507865906;0.5098039507865906;0;0;0;72;0
