second;src;dst;packetcount;src_ratio;dst_ratio;src_duration_ratio;dst_duration_ratio;TotalPacketDuration;TotalPacketLenght;src_packet_ratio;dst_packet_ratio;DioCount;DisCount;DaoCount;OtherMsg;label
60.0;0;26;17;0.6296296119689941;1.0;0.6306299567222595;1.0;0.6299972534179688;1683;0.6296296119689941;1.0;0;0;0;17;0
60.0;25;26;10;0.37037035822868347;1.0;0.3693700432777405;1.0;0.3689994812011719;990;0.37037035822868347;1.0;0;0;0;10;0
61.0;25;26;28;1.0;1.0;1.0;1.0;0.9930000305175781;2772;1.0;1.0;0;0;0;38;0
62.0;25;26;15;0.5357142686843872;1.0;0.5893923044204712;1.0;0.6000022888183594;1485;0.5357142686843872;1.0;0;0;0;53;0
62.0;4;26;13;0.4642857015132904;1.0;0.4106076955795288;1.0;0.417999267578125;1287;0.4642857015132904;1.0;0;0;0;13;0
63.0;4;26;32;1.0;1.0;1.0;1.0;1.1019973754882812;3168;1.0;1.0;0;0;0;45;0
64.0;22;26;16;0.6666666865348816;1.0;0.6965262293815613;1.0;0.6220016479492188;1584;0.6666666865348816;1.0;0;0;0;16;0
64.0;4;26;8;0.3333333432674408;1.0;0.3034738004207611;1.0;0.27100372314453125;792;0.3333333432674408;1.0;0;0;0;53;0
65.0;22;26;22;0.6111111044883728;1.0;0.9043262600898743;1.0;0.93597412109375;2178;0.6111111044883728;1.0;0;0;0;38;0
65.0;11;26;14;0.3888888955116272;1.0;0.09567371010780334;1.0;0.09902191162109375;1386;0.3888888955116272;1.0;0;0;0;14;0
66.0;11;26;24;0.5581395626068115;1.0;0.6383365392684937;1.0;0.615997314453125;2376;0.5759999752044678;1.0;0;0;0;38;0
66.0;22;26;15;0.3488371968269348;1.0;0.28601810336112976;1.0;0.27600860595703125;1485;0.36000001430511475;1.0;0;0;0;53;0
66.0;13;26;4;0.09302325546741486;1.0;0.0756453350186348;1.0;0.072998046875;264;0.06400000303983688;1.0;0;4;0;4;0
67.0;13;26;38;0.7169811129570007;1.0;0.6784359812736511;1.0;0.71099853515625;2508;0.6280992031097412;1.0;0;38;0;42;0
67.0;11;26;15;0.2830188572406769;1.0;0.3215640187263489;1.0;0.33699798583984375;1485;0.3719008266925812;1.0;0;0;0;53;0
68.0;13;26;26;0.5416666865348816;0.5416666865348816;0.7017534375190735;0.7017534375190735;0.6800003051757812;1716;0.5;0.5;0;26;0;68;0
68.0;9;23;22;0.4583333432674408;0.4583333432674408;0.2982465922832489;0.2982465922832489;0.28900146484375;1716;0.5;0.5;0;0;0;22;0
69.0;9;23;55;1.0;1.0;1.0;1.0;0.9550018310546875;4290;1.0;1.0;0;0;0;77;0
70.0;9;23;37;0.8809523582458496;0.8809523582458496;0.7931883931159973;0.7931883931159973;0.628997802734375;2886;0.8535935878753662;0.8535935878753662;0;0;0;114;0
70.0;1;26;5;0.1190476194024086;0.1190476194024086;0.20681162178516388;0.20681162178516388;0.16400146484375;495;0.1464063823223114;0.1464063823223114;0;0;0;5;0
71.0;1;26;40;1.0;1.0;1.0;1.0;1.3809967041015625;3960;1.0;1.0;0;0;0;45;0
72.0;4;9;9;0.5;0.5;0.5519381165504456;0.5519381165504456;0.28701019287109375;884;0.4980281591415405;0.4980281591415405;0;0;0;9;0
72.0;1;26;9;0.5;0.5;0.44806185364723206;0.44806185364723206;0.23299407958984375;891;0.5019718408584595;0.5019718408584595;0;0;0;54;0
73.0;4;9;35;1.0;1.0;1.0;1.0;1.1890029907226562;3640;1.0;1.0;0;0;0;44;0
74.0;5;26;18;0.6666666865348816;0.6666666865348816;0.8306809067726135;0.8306809067726135;0.6279983520507812;1782;0.6556291580200195;0.6556291580200195;0;0;0;18;0
74.0;4;9;9;0.3333333432674408;0.3333333432674408;0.16931910812854767;0.16931910812854767;0.1280059814453125;936;0.34437087178230286;0.34437087178230286;0;0;0;53;0
75.0;5;26;31;1.0;1.0;1.0;1.0;0.9969940185546875;3069;1.0;1.0;0;0;0;49;0
76.0;11;9;26;0.8666666746139526;0.8666666746139526;0.6818174719810486;0.6818174719810486;0.6750030517578125;2704;0.8722580671310425;0.8722580671310425;0;0;0;26;0
76.0;5;26;4;0.13333334028720856;0.13333334028720856;0.3181825280189514;0.3181825280189514;0.31500244140625;396;0.12774193286895752;0.12774193286895752;0;0;0;53;0
77.0;18;26;20;0.6451612710952759;0.6451612710952759;0.7801465392112732;0.7801465392112732;0.7700042724609375;1980;0.6338028311729431;0.6338028311729431;0;0;0;20;0
77.0;11;9;11;0.35483869910240173;0.35483869910240173;0.2198534458875656;0.2198534458875656;0.2169952392578125;1144;0.3661971688270569;0.3661971688270569;0;0;0;37;0
78.0;18;26;23;0.6388888955116272;1.0;0.5320696830749512;1.0;0.51397705078125;2277;0.6388888955116272;1.0;0;0;0;43;0
78.0;10;26;13;0.3611111044883728;1.0;0.4679303467273712;1.0;0.45201873779296875;1287;0.3611111044883728;1.0;0;0;0;13;0
79.0;10;26;32;0.761904776096344;1.0;0.95367830991745;1.0;0.9470062255859375;3168;0.761904776096344;1.0;0;0;0;45;0
79.0;18;26;10;0.2380952388048172;1.0;0.04632169380784035;1.0;0.04599761962890625;990;0.2380952388048172;1.0;0;0;0;53;0
80.0;10;26;8;0.2222222238779068;0.2222222238779068;0.46191614866256714;0.46191614866256714;0.47299957275390625;792;0.2661290466785431;0.2661290466785431;0;0;0;53;0
80.0;1;2;18;0.5;0.5;0.5263714790344238;0.5263714790344238;0.53900146484375;1404;0.4717741906642914;0.4717741906642914;0;0;0;18;0
80.0;11;9;10;0.2777777910232544;0.2777777910232544;0.011712376028299332;0.011712376028299332;0.011993408203125;780;0.2620967626571655;0.2620967626571655;0;0;0;47;0
81.0;11;9;33;0.5;0.5;0.21393881738185883;0.21393881738185883;0.206024169921875;2574;0.5;0.5;0;0;0;80;0
81.0;1;2;33;0.5;0.5;0.78606116771698;0.78606116771698;0.7569808959960938;2574;0.5;0.5;0;0;0;51;0
82.0;11;9;29;0.5;0.5;0.33645328879356384;0.33645328879356384;0.3589935302734375;2262;0.5;0.5;0;0;0;109;0
82.0;1;2;29;0.5;0.5;0.6635467410087585;0.6635467410087585;0.7080001831054688;2262;0.5;0.5;0;0;0;80;0
83.0;1;2;27;0.4909090995788574;0.4909090995788574;0.7251056432723999;0.7251056432723999;0.699005126953125;2106;0.4909090995788574;0.4909090995788574;0;0;0;107;0
83.0;11;9;28;0.5090909004211426;0.5090909004211426;0.2748943567276001;0.2748943567276001;0.2649993896484375;2184;0.5090909004211426;0.5090909004211426;0;0;0;137;0
84.0;1;2;30;0.4838709533214569;0.4838709533214569;0.6971869468688965;0.6971869468688965;0.6930007934570312;2340;0.4838709533214569;0.4838709533214569;0;0;0;137;0
84.0;11;9;32;0.5161290168762207;0.5161290168762207;0.3028130531311035;0.3028130531311035;0.300994873046875;2496;0.5161290168762207;0.5161290168762207;0;0;0;169;0
85.0;11;9;27;0.4821428656578064;0.4821428656578064;0.23164255917072296;0.23164255917072296;0.2239990234375;2106;0.4821428656578064;0.4821428656578064;0;0;0;196;0
85.0;1;2;29;0.5178571343421936;0.5178571343421936;0.7683574557304382;0.7683574557304382;0.7430038452148438;2262;0.5178571343421936;0.5178571343421936;0;0;0;166;0
86.0;11;9;30;0.5;0.5;0.28085413575172424;0.28085413575172424;0.2960205078125;2340;0.5;0.5;0;0;0;226;0
86.0;1;2;30;0.5;0.5;0.7191458344459534;0.7191458344459534;0.7579803466796875;2340;0.5;0.5;0;0;0;196;0
87.0;11;9;29;0.5087719559669495;0.5087719559669495;0.4169389605522156;0.4169389605522156;0.40401458740234375;2262;0.5087719559669495;0.5087719559669495;0;0;0;255;0
87.0;1;2;28;0.4912280738353729;0.4912280738353729;0.5830610394477844;0.5830610394477844;0.5649871826171875;2184;0.4912280738353729;0.4912280738353729;0;0;0;224;0
